facility_id,facility_name,facility_type,region_clean,latitude,longitude,capacity,licence_issue_date_clean,inspection_date_clean,remarks
8287,"Gomez, Fernandez and Santiago Infirmary",Clinic🌡️,St. Andrew,13.1252,-58.94183,327.0,2022-06-26,2024-01-09,
#8288,"Smith Inc Polyclinic
NewLine",Hosp.,St Lucy,,,34.0,2021-12-13,,Follow-up 2023
HF-8289,Watson-Sanchez Medical Center,Polyclinic 🏥,St.Joseph,,,,2018-08-15,2023-07-09, 
44E20A,Owens-Group Clinic,Community Health Ctr.,St. George,12.74004,-59.12762,16.0,2017-04-05,2022-11-11,Reinspection due
44E20A,Owens-Group Clin.,Community Health Ctr.,St. George,12.74004,-59.12762,16.0,2017-04-05,2022-11-11,Reinspection due
NAN,Smith-Gilbert Hospital (ST.),Polyclinic 🏥,St. George,-58.99632,13.029,,,,Good
08292,"Todd, Mason and Gardner Polyclinic",Community Health Centre,St.George,12.7126,-58.77016,459.0,2021-12-23,2018-05-08, 
HF-8293,"Lee, Gordon and Baker Health Centre (St.)",Health Centre,St. George,,,,2024-10-14,2021-12-11,
#8294,"Williams,-Smith-and-Grant Clinic",Hosp.,St. John,13.17642,-59.01274,476.0,,2020-11-04,Needs upgrade
NAN,"Mack, Mcfarland and Cook 🏥",Polyclinic 🏥,St. Joseph,-59.16844,13.23958,,2017-01-11,,Good
D3E4D1,Lewis-Rodriguez Health Centre,Polyclinic 🏥,St. Peter,13.02929,-59.24272,225.0,2025-01-29,2021-11-16,♥
8297,Woodard-Petersen Polyclinic,Polyclinic 🏥,Christ Church,,,248.0,,2022-07-03,-
NAN,Jackson PLC Infirmary,,St. James,,,94.0,2022-02-24,2024-06-08,
HF-8299,"Coleman,-Oneill-and-Smith Clinic",,St. John,12.88524,-58.75796,276.0,2017-05-29,,-
8300,"Yang, Cardenas and Cooley Polyclinic (St)",Polyclinic 🏥,St Peter,13.202499999999999,-59.08972222222222,329.0,2023-12-31,2021-06-10,-
NAN,Richards-Cox Polyclinic,Clinic,St. James,-58.75637,12.89268,11.0,2025-07-03,2023-10-27,Reinspection due
08302,Green Inc Hospital💊,,St.Lucy,,,420.0,2022-01-24,2019-02-25,Reinspection due
8303,Thomas LLC Infirmary,Health Ctr.,St. John,12.72346,-58.8229,232.0,,2018-10-03,Follow-up 2023
81FC4B,"Burton, Woods and Soto Health Centre",Health Ctr.,St. John,13.10865,-58.71054,359.0,2016-04-09,2018-12-07,Good
81FC4B,"Burton, Woods and Soto Health Centre",Health Ctr.,St. John,13.10865,-58.71054,359.0,2016-04-09,2018-12-07,Good
HF-8305,Bates LLC Health Centre,Polyclinic 🏥,St. Lucy,,,,,2023-06-28,Good
4ECB63,Cook Inc Polyclinic,Polyclinic 🏥,St. Lucy,12.98928,-59.18281,305.0,2023-11-30,2021-01-22,
08307,"Aguilar, Brooks and Allen",Health Ctr.,St. Michael,13.263055555555555,-58.70388888888889,120.0,2020-04-28,,
NAN,Wolfe Group 🏥,CHC,Christ Church,13.182,-58.85886,429.0,,2022-11-12, 
NAN,Montes Group,Polyclinic,Christ Church,-59.19886,12.83636,,2017-12-23,2021-06-16,Reinspection due
#8310,Wood PLC,Health Centre,St. Peter,,,41.0,2025-08-26,2025-12-16,Needs upgrade
NAN,Foster-Gallegos Medical Center,,St. John,,,,,2018-02-09,Needs upgrade
NAN,Gonzalez Group Medical Center,,St. Andrew,12.84,-58.926944444444445,166.0,,2020-07-15,Follow-up 2023
08313,"Warren, Price and Moran Polyclinic©",Hosp.,Christ Church,12.961388888888887,-59.019999999999996,12.0,2021-10-29,,Needs upgrade
NAN,Gilbert-Mathis Infirmary (St.),Hospital,St. Lucy,12.808611111111112,-58.757777777777775,441.0,2018-02-22,2018-03-29, 
8315,Thomas Inc Clinic,,St.James,,,244.0,2021-12-26,2019-03-12,
#8316,Peterson-Holder 🏥💊,Community Health Ctr.,St. Andrew,12.73388,-58.73121,,2022-12-27,2024-09-11,Good
#8317,Herrera-Whitaker Clinic,Health Ctr.,Christ Church,12.703888888888889,-59.24444444444445,,,,Needs upgrade
NAN,Gibbs PLC Infirmary (st.),Clinic🌡️,St. Michael,12.820277777777777,-59.13583333333333,216.0,2020-09-09,2023-10-17,♥
HF-8319,Bell-Perez Polyclinic,Health Ctr.,St. Lucy,,,,,,Good
HF-8320,Morales-Johnson Polyclinic (Christ),Polyclinic,Christ Church,,,98.0,2022-10-15,,Good
HF-8321,"Thompson, Lee and Ellis Clinic",Community Health Ctr.,St.Peter,13.09722,-58.89679,,2025-07-07,2021-03-31,♥
08322,Mendez-LLC (St.George),Polyclinic,St.George,13.277222222222223,-59.23527777777778,263.0,2016-06-22,,♥
NAN,"Gonzalez, Johnston and Sullivan Hospital",Health Ctr.,St. George,13.21776,-58.83534,,2024-10-15,2020-08-05, 
NAN,"Gonzalez, Johnston and Sullivan Hospital",Health Ctr.,St. George,13.21776,-58.83534,,2024-10-15,2020-08-05, 
08324,Miller-Johnson Infirmary (hcruhC),Polyclinic,Christ Church,13.24298,-59.04107,4.0,2018-05-11,,Needs upgrade
#8325,"Andrews,-Chen-and-Rubio 🏥",Polyclinic 🏥,St.Andrew,12.9659,-58.96685,265.0,,2020-03-08, 
40D09D,"Brown, Nunez and Malone (St.)",Health Ctr.,St. George,12.953055555555554,-59.170833333333334,,,, 
#8327,Marshall Group Hospital,Polyclinic 🏥,St James,13.069444444444445,-59.111111111111114,38.0,,,Follow-up 2023
08328,"Rogers-King Infirmary (ChristChurch)
NewLine",Hosp.,Christchurch,12.77274,-59.13765,,2020-02-05,,
846B49,Warren-Trujillo Polyclinic,Polyclinic 🏥,St. Michael,,,98.0,,2025-08-20,Follow-up 2023
HF-8330,"Brooks, Diaz and Berry Medical Center (St.Michael)",Health Centre,St.Michael,12.754166666666666,-59.086666666666666,,2021-04-29,2023-01-21,-
8331,"Davis, Chapman and Jordan",CHC,St Lucy,13.13549,-59.29191,,2019-02-26,,
HF-8332,"Valentine, Miller and Green (egroeG)",Community Health Ctr.,St. George,13.09463,-59.00101,428.0,,,Reinspection due
HF-8333,Riddle-Wilkinson (St.Andrew),CHC,St.Andrew,,,282.0,2018-08-01,2018-06-16,-
8334,Johnson LLC Hosp.,Hospital,St.Joseph,13.1342,-59.12649,480.0,2019-01-28,2021-11-13,
HF-8335,"Jones, Frey and Fernandez Polyclinic (st.)",Health Ctr.,St. Peter,12.75575,-58.70429,370.0,2016-03-29,,Good
HF-8335,"Jones, Frey and Fernandez Polyclinic (st.)",Health Ctr.,St. Peter,12.75575,-58.70429,370.0,2016-03-29,,Good
92B551,Rodriguez Inc Medical Center,,St Lucy,-59.00848,12.80915,,2020-04-15,,Follow-up 2023
HF-8337,"Hendricks, Collins and Davis Medical Center",,St. Andrew,,,314.0,2016-08-20,,Needs upgrade
8338,"Robertson,-Yu-and-Munoz Medical Center",CHC,Christ Church,13.201944444444443,-59.004444444444445,46.0,2025-05-22,2021-07-12,
#8339,Barnett-Hayes Hosp.,Hospital,St.George,-59.18494,12.89258,,2023-06-10,,Reinspection due
NAN,"Moore, Mccoy and Jones Clinic",Community Health Ctr.,St Lucy,,,,2021-07-26,2019-06-14,
NAN,"Moore, Mccoy and Jones Clin.",Community Health Ctr.,St Lucy,,,,2021-07-26,2019-06-14,
08341,"Morrison,-Lawson-and-Young Polyclinic (St.James)",Polyclinic,St.James,,,392.0,,2020-02-12,Good
HF-8342,Juarez Ltd 🏥 (St.James),Community Health Centre,St.James,12.72153,-58.88726,,2023-11-26,,Follow-up 2023
#8343,Hernandez Group Health Centre,Hospital,St. Lucy,13.27209,-58.70836,,2023-10-29,2019-03-19,Needs upgrade
08344,"Gallegos, Woods and Gay Clinic",CHC,St James,12.92029,-59.24239,264.0,,2018-09-28,-
08344,"Gallegos, Woods and Gay Clin.",CHC,St James,12.92029,-59.24239,264.0,,2018-09-28,-
8345,Green-Stone Infirmary,CHC,St. Michael,,,205.0,,2021-03-12,
8346,"Miller,-Lopez-and-Hale",,Christ Church,,,,2022-11-18,,Follow-up 2023
08347,Hamilton Ltd,CHC,St. Lucy,12.84427,-58.72415,,,2021-07-16,Follow-up 2023
NAN,Lewis and Sons 🏥,Health Ctr.,St. Lucy,,,90.0,2025-04-22,,Reinspection due
#8349,Edwards-Lewis Health Centre,,St. Andrew,12.93388888888889,-58.89611111111111,,2022-12-05,,Reinspection due
8350,"Clarke, Baker and Thompson Health Centre",CHC,St.George,,,29.0,,2019-07-28,Needs upgrade
08351,Miller-Walker,Community Health Ctr.,St. Peter,12.958333333333332,-58.768055555555556,281.0,2018-11-24,2020-02-24,Needs upgrade
#8352,Harmon-Lucas 🏥,CHC,St. George,12.770555555555557,-58.791666666666664,,2018-09-19,2021-01-04,-
8353,Rios Ltd,Health Centre,St. James,,,261.0,,2025-06-03,
08354,Tran PLC,Community Health Ctr.,St Lucy,-59.22492,12.71158,,2023-02-16,2019-12-27,
NAN,"Williams, Davis and Perez 🏥",Polyclinic 🏥,St. James,13.216944444444444,-58.993611111111115,258.0,2018-03-17,2024-12-05, 
NAN,"Williams, Davis and Perez 🏥",Polyclinic 🏥,St. James,13.216944444444444,-58.993611111111115,258.0,2018-03-17,2024-12-05, 
NAN,Wright-Glover Infirmary (St.John),Polyclinic,St.John,13.15873,-59.1622,,2016-10-31,2025-05-15,
F02BC9,Wilson-Craig Infirmary (St),Clinic,St Andrew,13.25302,-59.03023,,,,♥
#8358,"Rocha, Butler and Armstrong Polyclinic",,St. Joseph,13.19082,-58.906,,2022-07-18,2020-11-01,Good
#8358,"Rocha, Butler and Armstrong Polyclinic",,St. Joseph,13.19082,-58.906,,2022-07-18,2020-11-01,Good
NAN,Eaton-Smith Clinic (st.),,St. Joseph,12.81059,-59.24197,165.0,2017-12-21,2022-10-25,Good
NAN,Eaton-Smith Clinic (st.),,St. Joseph,12.81059,-59.24197,165.0,2017-12-21,2022-10-25,Good
08360,Gross-Lopez Hosp. (St.),CHC,St. Joseph,12.973888888888888,-59.28777777777778,,2023-11-01,2020-05-30,Reinspection due
08361,Nicholson-Barrett Hospital (St.John)©,Health Ctr.,St.John,,,281.0,,2023-01-22,♥
08361,Nicholson-Barrett Hosp. (St.John)©,Health Ctr.,St.John,,,281.0,,2023-01-22,♥
08362,Garcia-and-Sons Medical Center (St.),Hospital,St. Michael,-58.83436,13.16119,11.0,2019-07-09,,Reinspection due
NAN,"Hernandez, Bell and Gilmore Hosp. (christ)",Community Health Ctr.,Christ Church,13.29168,-59.11412,,2017-11-11,2025-11-18,Reinspection due
NAN,Fischer Ltd Clinic,Polyclinic,St. Andrew,,,,2023-05-03,2021-10-31,
08365,Lang-Edwards Hosp. (st.),Health Centre,St. Joseph,13.15585,-59.29391,477.0,2024-01-01,,-
BC3A97,Griffin-Robbins 🏥,Hospital,St. Peter,-58.88545,12.90379,101.0,2022-08-11,2019-05-25,
HF-8367,Collier Inc Polyclinic (Christ),,Christ Church,12.853055555555555,-58.74666666666667,247.0,2021-10-15,2024-08-27, 
0BBD65,"Torres,-Singh-and-Miller Hosp.",Community Health Ctr.,St. Lucy,12.88873,-59.25538,,2023-07-24,2025-07-07,Good
#8369,"Barrera, Johnson and Davenport Infirmary (St.)",Health Centre,St. George,,,,2023-06-14,2019-03-29, 
54E813,Weber-Lopez Hospital,Community Health Ctr.,St. George,,,,2016-06-08,,
NAN,Baker-Martinez (St.),,St. Andrew,,,382.0,2019-09-05,,Good
#8372,Leblanc LLC Infirmary (st.),CHC,St. James,,,121.0,,2018-01-12,Good
8F49B1,"Parrish, Lewis and Turner Hosp.",Health Centre,St. Andrew,13.05008,-59.25945,,2024-09-20,2018-05-03,Follow-up 2023
8374,Hernandez PLC (ChristChurch),Health Centre,Christchurch,12.814444444444446,-58.92833333333333,,2021-03-18,2019-02-28, 
NAN,"Graham, Moore and Morris",Clinic🌡️,St Michael,,,,,2025-08-18,-
8376,Middleton-Shelton Polyclinic,Health Centre,St Peter,13.206388888888888,-59.181666666666665,,2019-09-28,,
HF-8377,"Alvarado, Rodgers and Morgan Infirmary",Health Ctr.,St John,,,72.0,2025-05-27,,Needs upgrade
HF-8378,Holden-Peters Health Centre,Health Ctr.,St.George,13.228333333333333,-58.94916666666666,233.0,2022-06-06,2022-10-05,Needs upgrade
#8379,Mills-Graves (St.Joseph),Polyclinic,St.Joseph,12.921944444444444,-59.12916666666667,,2020-09-03,2023-01-03,Reinspection due
8379,Mills-Graves (St.Joseph),Polyclinic,St.Joseph,12.921944444444444,-59.12916666666667,,2020-09-03,2023-01-03,Reinspection due
B63BB2,Taylor PLC Hospital (St.),Community Health Centre,St. Andrew,-59.03168,13.199,116.0,2019-09-18,,
HF-8381,James-Payne,Community Health Ctr.,St. George,13.139444444444443,-58.70194444444445,491.0,2017-02-21,2025-09-11, 
08382,Patel LLC Polyclinic (CHRIST),,Christ Church,12.84738,-59.24995,128.0,2022-02-02,,Good
#8383,Davis-Kelly,Community Health Ctr.,St. Joseph,13.15515,-58.78399,,,2021-04-09,
08384,"Thompson, Hughes and Munoz Hospital",Polyclinic,St. Michael,12.74111111111111,-58.91611111111111,438.0,2020-10-13,2025-01-10,
#8385,"Johnson, Gordon and Moreno",Community Health Ctr.,St. John,13.01888888888889,-58.878055555555555,131.0,2018-07-05,, 
822A8A,"Roberson, Harris and Vega Hospital (st.)",Clinic,St. Andrew,,,,2020-10-16,2025-04-05,Reinspection due
NAN,Montoya-and-Sons Medical Center (St.James)✨,Hospital,St.James,12.934722222222222,-59.08555555555556,,2023-04-25,,
2419F2,Huff-Petersen (hpesoJ),Health Ctr.,St. Joseph,12.769166666666667,-58.92805555555555,231.0,2022-06-12,2019-01-18,Needs upgrade
NAN,Love-Johnson 🏥,CHC,St. John,,,39.0,2021-10-04,2025-09-08,Reinspection due
NAN,Love-Johnson 🏥,CHC,St. John,,,39.0,2021-10-04,2025-09-08,Reinspection due
NAN,"Stewart,-Turner-and-Williams Medical Center",Clinic🌡️,St James,12.90736,-58.88674,415.0,2025-01-10,,
8391,"Nichols, Chapman and Hawkins Health Centre",Hospital,Christchurch,,,,,2022-10-31,Good
HF-8392,Martinez-Simmons,Hospital,St Lucy,13.24353,-59.03036,259.0,,,-
NAN,Boyd LLC Health Centre,Clinic,St. George,,,13.0,2018-10-22,2018-10-13,-
8394,Harrison-Figueroa (leahciM),Health Ctr.,St. Michael,-58.72821,12.91569,491.0,2022-12-13,,Needs upgrade
8395,Cox-Bates Hospital,Health Ctr.,St. Andrew,-59.11148,12.96302,,2020-08-02,2021-03-01,Follow-up 2023
7A9C66,Jones LLC,Clinic🌡️,Christ Church,12.87138,-58.83072,461.0,2019-08-07,2024-07-01,Follow-up 2023
7F7C4C,Jimenez-Snyder Clinic (St.),Health Ctr.,St. Peter,,,309.0,2025-02-01,2020-06-19,-
NAN,Cooper and Sons Hosp.,Health Ctr.,St. George,,,,2022-01-27,,Needs upgrade
HF-8399,"Smith, Williams and Wagner Clinic (St.)✨",Clinic,St. John,13.14472222222222,-59.14194444444444,294.0,,,Reinspection due
AD0D27,Hernandez-Smith (St),,St John,-59.11396,12.77021,,2019-09-04,2025-05-18,♥
8401,Sullivan-Conrad Infirmary,,St Lucy,,,33.0,2025-04-04,2018-07-06,
8402,"Kelley, Moore and Williams Medical Center",CHC,St. George,-58.82759,12.90292,,2020-11-18,2021-10-12,-
NAN,Santana-Campbell,CHC,St. Peter,-58.7768,13.1953,,2023-07-13,2021-11-19,Good
8404,Harris-Burton (Christ),CHC,Christ Church,-59.00213,12.70299,,2025-03-16,2025-04-23,♥
154E70,Roman-and-Sons,Polyclinic,St.Michael,13.22817,-59.04214,297.0,2017-12-01,2024-08-09, 
1DF7D0,Hoffman Group,Polyclinic,St. James,,,,2020-03-04,2018-03-27,-
#8407,Walton-Simon Clinic,Hosp.,St.John,,,,,,Good
A1606A,Little LLC Health Centre,,St. George,12.88577,-58.83177,202.0,2020-03-27,2024-10-16,♥
NAN,"Reeves, White and Haney Hosp. (St.)",Polyclinic,St. John,-59.20948,13.10469,,,,♥
NAN,Hayden-Brown 🏥 (St.),Hosp.,St. Peter,13.28894,-58.7379,,2018-12-15,2023-10-01,Needs upgrade
NAN,Whitaker and Sons Infirmary (St.),Clinic,St. Michael,-58.78836,13.14115,,2016-05-25,2024-03-30,
08412,"Mendoza, Lee and Hernandez Clinic (St.)",,St. Joseph,12.91901,-58.77174,39.0,2022-01-17,,
#8413,Barnes-Silva,CHC,St. Lucy,12.99034,-58.94944,,,,Follow-up 2023
NAN,"Flores, Kemp and Miller Health Centre©",Polyclinic,St Andrew,,,230.0,,2021-05-23,
NAN,Sampson-Anderson Infirmary,Community Health Ctr.,St. John,-58.96759,12.95803,,2021-12-27,2018-05-30,
8416,Nguyen-Waters,Clinic,St. Joseph,12.85776,-59.0444,181.0,2019-06-06,2018-03-11,Needs upgrade
08417,"Humphrey, Bryant and Hines Hospital",Polyclinic,St. James,,,,,,Follow-up 2023
08418,Wheeler-Flores (St.Lucy),Hospital,St.Lucy,12.908611111111112,-58.856944444444444,264.0,,,
NAN,"Jackson, Solis and Carey Health Centre",Health Centre,St. James,12.92581,-58.72304,257.0,,,Needs upgrade
08420,Estrada Group (st.),Community Health Centre,St. Lucy,,,36.0,2020-03-24,2025-12-15,Good
#8421,"Rosales, Jackson and Mclaughlin Infirmary",,Christ Church,,,,,2021-09-15,Follow-up 2023
HF-8422,Smith Inc,Polyclinic,St. James,,,297.0,2019-06-04,,Follow-up 2023
#8423,Saunders-Johnson,Community Health Centre,St. Peter,,,,2019-03-28,2019-11-13,♥
#8424,"Owens, Barrera and Wright Health Centre",Polyclinic,St. Joseph,13.23518,-58.96714,395.0,2021-10-18,2025-03-29,Follow-up 2023
08425,"Mcbride, Jackson and Chang Polyclinic (St.)",Clinic🌡️,St. Andrew,12.87377,-58.98703,,,2020-01-04,Reinspection due
08425,"Mcbride, Jackson and Chang Polyclinic (St.)",Clinic🌡️,St. Andrew,12.87377,-58.98703,,,2020-01-04,Reinspection due
NAN,Marshall-Harrison Clinic,Hosp.,St. James,13.28319,-59.06098,341.0,2022-12-11,2022-07-26,Reinspection due
8427,Hampton Ltd Polyclinic,Health Ctr.,Christ Church,,,240.0,,2021-09-08,Needs upgrade
NAN,Taylor-Ruiz,Hosp.,St. James,13.169166666666666,-58.83388888888889,253.0,,2023-06-17,Reinspection due
NAN,"Miller, Shepard and Ingram Hospital",,St. Lucy,12.82877,-58.98422,245.0,2025-09-28,,Needs upgrade
NAN,"Miller, Shepard and Ingram Hospital",,St. Lucy,12.82877,-58.98422,245.0,2025-09-28,,Needs upgrade
08430,Mitchell-Inc Clinic (ST.),Clinic🌡️,St. George,12.95998,-59.05953,69.0,2019-09-18,2018-01-22,Reinspection due
08430,Mitchell-Inc Clin. (ST.),Clinic🌡️,St. George,12.95998,-59.05953,69.0,2019-09-18,2018-01-22,Reinspection due
996615,Christensen-Alvarado Hosp.,Health Ctr.,St.Lucy,12.74527,-58.90262,396.0,2019-05-14,,Follow-up 2023
NAN,Smith LLC Health Centre (St.James),Clinic🌡️,St.James,-58.99014,12.95407,284.0,2018-01-29,2024-06-16,
NAN,"Nguyen, Williams and Mcintosh 🏥",Hospital,St. Andrew,12.928333333333333,-59.19027777777777,,2020-09-28,2020-05-07,
08434,"Maxwell-Jones
NewLine",Polyclinic,St. George,,,371.0,2016-01-08,,
8435,Ochoa-Inc Medical Center,Health Ctr.,St. Joseph,12.84357,-59.13248,61.0,2019-06-22,,
08436,Smith-LLC (ST.),CHC,St. George,12.70184,-59.28253,,2025-03-12,2021-05-29,Follow-up 2023
#8437,Montgomery-Evans Hosp.,Clinic🌡️,St. Andrew,12.82583,-59.21543,,2025-06-15,2023-09-14,Needs upgrade
8438,"Stokes, Fox and Moss",,Christ Church,12.72888888888889,-58.924166666666665,1.0,2023-05-31,2019-01-29,Needs upgrade
29D5ED,Allen-Brewer (st.),Clinic🌡️,St. Joseph,13.115,-59.0775,,2022-04-28,,
8440,Barton Ltd 🏥,,St. Michael,13.05375,-58.71933,140.0,2021-08-21,2023-06-17,♥
8441,Garcia-and-Sons Hosp.,,St.Peter,-59.25767,13.16943,,2021-07-25,2020-06-24,
8442,"Mendez,-Warren-and-Hall Infirmary©",,St John,12.860833333333334,-59.04111111111111,,2023-12-15,,
8443,"Miller,-Bush-and-Wagner",Polyclinic 🏥,St. James,12.75806,-59.24826,268.0,,,-
AB7049,"Hood, Schultz and Stevens Hospital (St.)",Hospital,St. John,12.99644,-59.01111,,2024-06-23,2021-05-30,-
NAN,Boyd LLC Hospital,Health Centre,St. John,13.28888888888889,-59.24527777777778,270.0,2023-04-17,2024-09-09,Needs upgrade
NAN,Boyd LLC Hosp.,Health Centre,St. John,13.28888888888889,-59.24527777777778,270.0,2023-04-17,2024-09-09,Needs upgrade
NAN,Hays Inc Hospital,Polyclinic 🏥,St. Joseph,,,58.0,2023-02-06,2021-09-24,Good
HF-8447,Hicks and Sons Infirmary💊,Hospital,Christ Church,,,321.0,2018-03-15,2023-09-07,
NAN,Richards-Grant,,St. John,12.98233,-58.92923,427.0,2016-06-30,2018-11-07,-
8449,Gibson and Sons Health Centre,Clinic,St. Andrew,12.74111111111111,-58.89527777777778,,2020-05-13,2020-01-10,Reinspection due
08450,"Herring, Hughes and Williams Clinic",Health Ctr.,St. James,-58.9152,12.96236,242.0,2022-02-03,2018-05-04,Needs upgrade
08450,"Herring, Hughes and Williams Clin.",Health Ctr.,St. James,-58.9152,12.96236,242.0,2022-02-03,2018-05-04,Needs upgrade
8451,Shaffer-Inc Hospital (St.),Community Health Centre,St. George,,,397.0,2023-05-07,,Reinspection due
9B6923,Thomas LLC (St.),Polyclinic,St. George,12.892777777777777,-58.72777777777778,,2024-12-03,2020-01-21,Follow-up 2023
0A3FF2,Reed-PLC,Polyclinic 🏥,Christ Church,-58.87816,12.87067,416.0,2018-02-14,2018-09-13, 
8454,Murillo-Taylor 🏥 (Christ),Hospital,Christ Church,12.72269,-58.99832,,,2022-08-10,Reinspection due
08455,"Bender, Lee and Owens©",,St. Lucy,-59.19061,12.86768,,2019-08-16,, 
08455,"Bender, Lee and Owens©",,St. Lucy,-59.19061,12.86768,,2019-08-16,, 
08456,Morgan Group Medical Center (St.),,St. Lucy,,,97.0,2016-05-24,, 
8457,Anderson-Carter 🏥,Health Centre,St. Andrew,-58.70032,13.27106,,2025-06-02,2023-08-31,♥
8458,"Mclaughlin, Deleon and Davis Hospital",Health Centre,St. Michael,13.223888888888888,-58.90611111111111,,,2018-03-18,Good
#8459,Wright Group Clinic,Clinic,St.James,-58.76788,13.23457,,2017-05-03,,Reinspection due
66DC97,Roberts-Miller Medical Center,Clinic🌡️,St. Michael,,,304.0,,2022-10-03,Reinspection due
NAN,"Burnett, Coleman and Tapia Infirmary",Hosp.,St.Andrew,-59.13245,12.99021,,2020-09-06,,Follow-up 2023
08462,"Williams, Williams and Smith (St.)",Hospital,St. Joseph,12.97189,-59.2861,,,,Good
NAN,"Webb, Rodriguez and Mathis Polyclinic",CHC,St. Lucy,-59.07072,13.0598,360.0,2022-01-21,2020-03-10,
#8464,"Harris, Wheeler and King (ST.)",Clinic,St. John,-59.2532,12.90333,,2020-05-02,2019-07-28,Good
8465,Johnson-LLC Polyclinic,,St. Michael,,,456.0,2019-01-08,,
HF-8466,Villa Group 🏥 (St.)✨,Hosp.,St. Lucy,12.917777777777777,-59.280277777777776,121.0,,2024-06-20,Follow-up 2023
08467,Smith Ltd Infirmary,,St. Michael,12.88524,-58.87114,131.0,2020-10-14,2025-11-23,-
8174A9,Jones PLC Polyclinic (St.George),Polyclinic,St.George,,,,,2018-05-02,Follow-up 2023
NAN,Garcia-Carpenter Infirmary (St.),Community Health Centre,St. Lucy,12.991666666666665,-58.995,,2019-12-25,2019-11-28,
HF-8470,"Walker, Bennett and Carroll Medical Center",Community Health Ctr.,St.Lucy,12.79914,-58.91781,104.0,2024-09-10,, 
DF816D,"Espinoza, Curtis and Thompson Health Centre",Health Ctr.,St Lucy,-58.94368,12.73844,,,2025-12-24,Good
8472,Elliott-Greene 🏥,Hospital,St Peter,,,,,2021-10-07, 
08473,Delgado-Evans,,St.Michael,,,253.0,2023-08-03,,Good
822B83,Rowland-Peters Medical Center,Health Centre,St. Peter,12.99021,-58.79393,,2021-05-09,,Good
NAN,Green-Ltd Polyclinic,CHC,Christ Church,13.06757,-59.29574,,,2018-02-19,Good
FFB48A,Sanders-Massey 🏥,Polyclinic,St. Andrew,13.03571,-59.21797,207.0,2020-12-20,2024-03-13, 
#8477,Martin-Little 🏥,,St. Andrew,12.74495,-59.17192,338.0,2022-06-22,2020-10-23,
8477,Martin-Little 🏥,,St. Andrew,12.74495,-59.17192,338.0,2022-06-22,2020-10-23,
NAN,"Trujillo,-Morrison-and-Marsh Medical Center",,St Lucy,12.84138888888889,-59.24611111111111,,2020-08-14,2019-10-16, 
NAN,Fernandez PLC 🏥,Health Centre,St Lucy,-59.15328,13.08516,194.0,,,-
HF-8480,"Alvarado, Boyd and Henderson Infirmary (nhoJ)",Community Health Ctr.,Nhoj .Ts,,,,2016-06-01,2024-08-05,Follow-up 2023
#8481,Campbell Ltd Hospital©,Clinic🌡️,St. Joseph,-58.70242,13.14722,217.0,2022-03-25,2022-02-25, 
NAN,"Valentine, Willis and Jackson Hosp.",Clinic,St.George,12.83299,-58.98968,475.0,2016-12-02,,♥
